1,1,2020,12,1,1,1,1,1,1
2,1,2020,12,1,1,1,1,1,1
3,1,2020,12,1,1,1,1,1,1
4,1,2020,12,4,1,1,1,1,1
5,1,2020,12,4,1,1,4,1,1
6,1,2020,12,4,1,1,4,4,4
18,1,2020,12,1,1,1,4,1,1
18,1,2020,12,1,1,1,4,1,1
