1,1,2020,12,1,0.4,-0.3
2,1,2020,12,1,-0.3,1
3,1,2020,12,1,1,1
4,1,2020,12,1,-0.4,0
5,1,2020,12,1,-0.5,0.3
6,1,2020,12,1,-0.5,0.3
18,1,2020,12,1,-0.7,1
18,1,2020,12,1,-1,0
